Time,RO유입압력_PT008,RO처리압력_PT009,RO농축압력_PT010,RO유입압력_PT011,RO압력_RO-TMP,RO유입전도도_EC002,RO처리전도도_EC003,RO유입유량_FT001,RO처리유량_FT002,RO유입적산유량_FI001,RO처리적산유량_FI002,RO유입온도_TT004,ROpH_pH002,ROpH_pH003,RO산화환원전위_ORP001,RO펌프_P001,RO펌프_P002,XV013
10/23/2025 11:25,21.0125,0.575,20.1625,0.495,9.87375,32050,6480,5.3963,2.6887,125.323,2412.527,25.05,2.6887,6.9887,25.05,1.15,27.7387,1
10/23/2025 11:30,21.0125,0.575,20.1625,0.495,9.87375,32175,6460,5.3925,2.6887,125.323,2412.751,25.0813,2.6887,6.9887,25.0813,1.15,27.77,1
10/23/2025 11:35,21.0125,0.5625,20.1625,0.4825,9.88,32075,6450,5.3963,2.6812,125.323,2412.975,25.0813,2.6812,6.9812,25.0813,1.15,27.7625,1
10/23/2025 11:40,21.0125,0.575,20.1625,0.495,9.87375,32200,6440,5.3963,2.6812,125.323,2413.199,25.0938,2.6812,6.9812,25.0938,1.15,27.775,1
10/23/2025 11:45,21.0125,0.6,20.1625,0.52,9.86125,32250,6440,5.3963,2.6812,125.323,2413.423,25.0938,2.6812,6.9812,25.0938,1.15,27.775,1
10/23/2025 11:50,21.0375,0.5625,20.1375,0.4825,9.8675,32125,6450,5.385,2.6775,125.323,2413.647,25.1125,2.6775,6.9775,25.1125,1.15,27.79,1
10/23/2025 11:55,21.0375,0.575,20.175,0.495,9.88,32200,6440,5.3963,2.6775,125.323,2413.87,25.1125,2.6775,6.9775,25.1125,1.15,27.79,1
10/23/2025 12:00,21.0125,0.6,20.1625,0.52,9.86125,32275,6440,5.3925,2.6775,125.323,2414.093,25.1188,2.6775,6.9775,25.1188,1.15,27.7963,1
10/23/2025 12:05,21.0125,0.6,20.1375,0.52,9.84875,32275,6440,5.3737,2.6738,125.323,2414.316,25.1375,2.6738,6.9738,25.1375,1.15,27.8113,1
10/23/2025 12:10,21.0375,0.5625,20.175,0.4825,9.88625,32125,6440,5.3925,2.6775,125.323,2414.539,25.15,2.6775,6.9775,25.15,1.15,27.8275,1
10/23/2025 12:15,21.0375,0.6,20.1375,0.52,9.84875,32200,6460,5.3775,2.6738,125.323,2414.762,25.1438,2.6738,6.9738,25.1438,1.15,27.8176,1
10/23/2025 12:20,21.0375,0.6125,20.1625,0.5325,9.855,32250,6460,5.3737,2.6738,125.323,2414.985,25.15,2.6738,6.9738,25.15,1.15,27.8238,1
10/23/2025 12:25,21.0375,0.6,20.1625,0.52,9.86125,32275,6450,5.3775,2.6738,125.323,2415.208,25.1688,2.6738,6.9738,25.1688,1.15,27.8426,1
10/23/2025 12:30,21,0.5625,20.1375,0.4825,9.8675,32200,6440,5.385,2.6625,125.323,2415.43,25.1688,2.6625,6.9625,25.1688,1.15,27.8313,1
10/23/2025 12:35,21.0125,0.575,20.1375,0.495,9.86125,32250,6455,5.3775,2.67,125.323,2415.652,25.1938,2.67,6.97,25.1938,1.15,27.8638,1
10/23/2025 12:40,21.0125,0.575,20.1625,0.495,9.87375,32325,6475,5.355,2.6625,125.323,2415.875,25.2188,2.6625,6.9625,25.2188,1.15,27.8813,1
10/23/2025 12:45,21.0125,0.5625,20.1375,0.4825,9.8675,32175,6470,5.37,2.67,125.323,2416.097,25.225,2.67,6.97,25.225,1.15,27.895,1
10/23/2025 12:50,21.0125,0.6,20.125,0.52,9.8425,32275,6470,5.37,2.6625,125.323,2416.319,25.25,2.6625,6.9625,25.25,1.15,27.9125,1
10/23/2025 12:55,21,0.6,20.1375,0.52,9.84875,32300,6475,5.37,2.655,125.323,2416.541,25.2688,2.655,6.955,25.2688,1.15,27.9238,1
10/23/2025 13:00,21,0.575,20.1375,0.495,9.86125,32250,6470,5.37,2.655,125.323,2416.763,25.3063,2.655,6.955,25.3063,1.15,27.9613,1
10/23/2025 13:05,20.9875,0.575,20.125,0.495,9.855,32325,6470,5.3587,2.655,125.323,2416.984,25.3375,2.655,6.955,25.3375,1.15,27.9925,1
10/23/2025 13:10,20.9875,0.575,20.125,0.495,9.855,32150,6485,5.3512,2.655,125.323,2417.205,25.3375,2.655,6.955,25.3375,1.15,27.9925,1
10/23/2025 13:15,20.9875,0.5625,20.125,0.4825,9.86125,32275,6480,5.37,2.655,125.323,2417.426,25.3688,2.655,6.955,25.3688,1.15,28.0238,1
10/23/2025 13:20,20.9875,0.5625,20.125,0.4825,9.86125,32300,6460,5.3625,2.6513,125.323,2417.647,25.375,2.6513,6.9513,25.375,1.15,28.0263,1
10/23/2025 13:25,20.975,0.575,20.1125,0.495,9.84875,32250,6485,5.355,2.6513,125.323,2417.868,25.3938,2.6513,6.9513,25.3938,1.15,28.0451,1
10/23/2025 13:30,20.9875,0.575,20.125,0.495,9.855,32375,6485,5.3512,2.655,125.323,2418.089,25.4125,2.655,6.955,25.4125,1.15,28.0675,1
10/23/2025 13:35,0.4625,0.4875,0.3375,0.4075,0.005,32250,305,0,0.0037,125.323,2418.221,25.3813,0.0037,4.3037,25.3813,1.15,25.385,1
10/24/2025 8:06,21.15,0.6,20.2,0.52,9.88,32400,6865,5.5538,2.8388,125.323,2420.063,23.3,2.8388,7.1388,23.3,1.15,26.1388,1
10/24/2025 8:11,21.1875,0.6125,20.2375,0.5325,9.8925,32425,6940,5.5088,2.7937,125.323,2420.298,23.3563,2.7937,7.0937,23.3563,1.15,26.15,1
10/24/2025 8:16,21.175,0.6,20.225,0.52,9.8925,32400,6865,5.475,2.76,125.323,2420.53,23.3375,2.76,7.06,23.3375,1.15,26.0975,1
10/24/2025 8:21,21.175,0.625,20.25,0.545,9.8925,32525,6800,5.4675,2.7487,125.323,2420.759,23.425,2.7487,7.0487,23.425,1.15,26.1737,1
10/24/2025 8:26,21.1375,0.6,20.2375,0.52,9.89875,32400,6735,5.4562,2.7337,125.323,2420.987,23.475,2.7337,7.0337,23.475,1.15,26.2087,1
10/24/2025 8:31,21.15,0.625,20.2375,0.545,9.88625,32425,6720,5.4375,2.7225,125.323,2421.215,23.5188,2.7225,7.0225,23.5188,1.15,26.2413,1
10/24/2025 8:36,21.125,0.6125,20.2375,0.5325,9.8925,32400,6715,5.4413,2.715,125.323,2421.442,23.55,2.715,7.015,23.55,1.15,26.265,1
10/24/2025 8:41,21.0875,0.6,20.225,0.52,9.8925,32525,6705,5.4337,2.7037,125.323,2421.668,23.5813,2.7037,7.0037,23.5813,1.15,26.285,1
10/24/2025 8:46,21.1125,0.6125,20.2,0.5325,9.87375,32400,6660,5.4188,2.7,125.323,2421.893,23.5938,2.7,7,23.5938,1.15,26.2938,1
10/24/2025 8:51,21.075,0.575,20.2,0.495,9.8925,32475,6635,5.4112,2.6925,125.323,2422.118,23.6375,2.6925,6.9925,23.6375,1.15,26.33,1
10/24/2025 8:56,21.075,0.6125,20.2,0.5325,9.87375,32325,6625,5.4037,2.6887,125.323,2422.342,23.6438,2.6887,6.9887,23.6438,1.15,26.3325,1
10/24/2025 9:01,21.075,0.6,20.2,0.52,9.88,32475,6625,5.4037,2.6887,125.323,2422.566,23.6625,2.6887,6.9887,23.6625,1.15,26.3512,1
10/24/2025 9:06,21.0875,0.6,20.2,0.52,9.88,32425,6590,5.3963,2.6775,125.323,2422.789,23.6688,2.6775,6.9775,23.6688,1.15,26.3463,1
10/24/2025 9:11,21.0875,0.6125,20.25,0.5325,9.89875,32450,6575,5.3812,2.6775,125.323,2423.012,23.6313,2.6775,6.9775,23.6313,1.15,26.3088,1
10/24/2025 9:16,21.0875,0.6,20.2,0.52,9.88,32450,6575,5.3812,2.67,125.323,2423.235,23.6438,2.67,6.97,23.6438,1.15,26.3138,1
10/24/2025 9:21,21.0875,0.575,20.225,0.495,9.905,32400,6555,5.3737,2.6625,125.323,2423.458,23.8188,2.6625,6.9625,23.8188,1.15,26.4813,1
10/24/2025 9:26,21.0375,0.575,20.1625,0.495,9.87375,31925,6440,5.4562,2.7375,125.323,2423.682,24.175,2.7375,7.0375,24.175,1.15,26.9125,1
10/24/2025 9:31,21.05,0.6125,20.1875,0.5325,9.8675,32075,6460,5.4487,2.73,125.323,2423.911,24.2,2.73,7.03,24.2,1.15,26.93,1
10/24/2025 9:36,21.0375,0.6,20.1625,0.52,9.86125,32075,6495,5.4225,2.715,125.323,2424.138,24.2,2.715,7.015,24.2,1.15,26.915,1
10/24/2025 9:41,21.05,0.575,20.175,0.495,9.88,32175,6480,5.4188,2.7112,125.323,2424.364,24.2125,2.7112,7.0112,24.2125,1.15,26.9237,1
10/24/2025 9:46,21.05,0.6,20.175,0.52,9.8675,32250,6460,5.43,2.7,125.323,2424.59,24.225,2.7,7,24.225,1.15,26.925,1
10/24/2025 9:51,21.05,0.6125,20.175,0.5325,9.86125,32175,6460,5.4037,2.6963,125.323,2424.815,24.25,2.6963,6.9963,24.25,1.15,26.9463,1
10/24/2025 9:56,21.05,0.6125,20.1625,0.5325,9.855,32150,6480,5.4112,2.7,125.323,2425.04,24.2688,2.7,7,24.2688,1.15,26.9688,1
10/24/2025 10:01,21.05,0.6,20.175,0.52,9.8675,32250,6460,5.4112,2.7,125.323,2425.265,24.2875,2.7,7,24.2875,1.15,26.9875,1
10/24/2025 10:06,21.0375,0.6125,20.1625,0.5325,9.855,32250,6450,5.4,2.6963,125.323,2425.49,24.3,2.6963,6.9963,24.3,1.15,26.9963,1
10/24/2025 10:11,21.0375,0.575,20.175,0.495,9.88,32175,6450,5.4,2.6925,125.323,2425.715,24.3375,2.6925,6.9925,24.3375,1.15,27.03,1
10/24/2025 10:16,21.0375,0.575,20.175,0.495,9.88,32075,6470,5.4,2.6925,125.323,2425.939,24.3563,2.6925,6.9925,24.3563,1.15,27.0488,1
10/24/2025 10:21,21.0125,0.575,20.175,0.495,9.88,32250,6460,5.4,2.6887,125.323,2426.162,24.3688,2.6887,6.9887,24.3688,1.15,27.0575,1
10/24/2025 10:26,21.0125,0.575,20.175,0.495,9.88,32125,6430,5.3925,2.6887,125.323,2426.386,24.4063,2.6887,6.9887,24.4063,1.15,27.095,1
10/24/2025 10:31,21.0375,0.5625,20.1625,0.4825,9.88,32200,6475,5.3963,2.6775,125.323,2426.61,24.4313,2.6775,6.9775,24.4313,1.15,27.1088,1
10/24/2025 10:36,21.0125,0.6125,20.1625,0.5325,9.855,32250,6470,5.3925,2.6775,125.323,2426.833,24.4563,2.6775,6.9775,24.4563,1.15,27.1338,1
10/24/2025 10:41,20.9875,0.6,20.1625,0.52,9.86125,32275,6455,5.385,2.6738,125.323,2427.056,24.475,2.6738,6.9738,24.475,1.15,27.1488,1
10/24/2025 10:46,21,0.6,20.1875,0.52,9.87375,32200,6450,5.3775,2.6738,125.323,2427.28,24.525,2.6738,6.9738,24.525,1.15,27.1988,1
10/24/2025 10:51,21,0.6,20.1625,0.52,9.86125,32200,6450,5.3775,2.6738,125.323,2427.503,24.5313,2.6738,6.9738,24.5313,1.15,27.2051,1
10/24/2025 10:56,21.0125,0.625,20.175,0.545,9.855,32250,6450,5.3812,2.6775,125.323,2427.725,24.575,2.6775,6.9775,24.575,1.15,27.2525,1
10/24/2025 11:01,21,0.6,20.1625,0.52,9.86125,32150,6450,5.3812,2.67,125.323,2427.948,24.6063,2.67,6.97,24.6063,1.15,27.2763,1
10/24/2025 11:06,21,0.6125,20.175,0.5325,9.86125,32250,6450,5.37,2.6738,125.323,2428.171,24.6438,2.6738,6.9738,24.6438,1.15,27.3176,1
10/24/2025 11:11,21,0.575,20.1625,0.495,9.87375,32325,6470,5.3925,2.67,125.323,2428.393,24.675,2.67,6.97,24.675,1.15,27.345,1
10/24/2025 11:16,21,0.575,20.175,0.495,9.88,32250,6455,5.385,2.67,125.323,2428.616,24.7063,2.67,6.97,24.7063,1.15,27.3763,1
10/24/2025 11:21,20.9875,0.5625,20.1625,0.4825,9.88,32300,6470,5.37,2.67,125.323,2428.839,24.7438,2.67,6.97,24.7438,1.15,27.4138,1
10/24/2025 11:26,20.9875,0.6125,20.1375,0.5325,9.8425,32250,6450,5.37,2.67,125.323,2429.061,24.775,2.67,6.97,24.775,1.15,27.445,1
10/24/2025 11:31,20.9875,0.6,20.1375,0.52,9.84875,32325,6470,5.3737,2.6625,125.323,2429.282,24.7875,2.6625,6.9625,24.7875,1.15,27.45,1
10/24/2025 11:36,20.9875,0.6,20.1625,0.52,9.86125,32325,6495,5.37,2.6587,125.323,2429.504,24.8125,2.6587,6.9587,24.8125,1.15,27.4712,1
10/24/2025 11:41,20.95,0.6,20.1375,0.52,9.84875,32200,6480,5.355,2.6587,125.323,2429.726,24.8188,2.6587,6.9587,24.8188,1.15,27.4775,1
10/24/2025 11:46,20.975,0.575,20.1375,0.495,9.86125,32300,6485,5.3625,2.655,125.323,2429.947,24.8125,2.655,6.955,24.8125,1.15,27.4675,1
10/24/2025 11:51,20.9875,0.6,20.175,0.52,9.8675,32250,6450,5.37,2.6625,125.323,2430.169,24.8313,2.6625,6.9625,24.8313,1.15,27.4938,1
10/24/2025 11:56,20.9875,0.575,20.1625,0.495,9.87375,32325,6455,5.3625,2.6625,125.323,2430.392,24.8375,2.6625,6.9625,24.8375,1.15,27.5,1
10/24/2025 12:01,20.9875,0.5625,20.175,0.4825,9.88625,32300,6450,5.37,2.6587,125.323,2430.613,24.8625,2.6587,6.9587,24.8625,1.15,27.5212,1
10/24/2025 12:06,20.9875,0.5625,20.1625,0.4825,9.88,32325,6475,5.3512,2.655,125.323,2430.834,24.8938,2.655,6.955,24.8938,1.15,27.5488,1
10/24/2025 12:11,20.975,0.6,20.1625,0.52,9.86125,32300,6460,5.3587,2.655,125.323,2431.055,24.9063,2.655,6.955,24.9063,1.15,27.5613,1
